pid,execution_time,scavenge_count,scavenge_time,marksweep_count,marksweep_time
13038,28,0,0,0,0
13038,10,0,0,0,0
13038,9,0,0,0,0
13038,14,0,0,0,0
13038,14,0,0,0,0
13038,13,1,2,0,0
13038,6,0,0,0,0
13038,11,1,1,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,10,1,1,0,0
13038,8,0,0,0,0
13038,8,1,1,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,9,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,13,1,1,0,0
13038,7,0,0,0,0
13038,7,1,0,0,0
13038,9,0,0,0,0
13038,10,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,13,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,8,1,1,0,0
13038,7,0,0,0,0
13038,21,1,3,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,9,0,0,0,0
13038,14,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,13,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,13,0,0,0,0
13038,6,0,0,0,0
13038,11,0,0,0,0
13038,8,1,1,0,0
13038,6,0,0,0,0
13038,13,1,2,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,9,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,9,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,17,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,9,1,2,0,0
13038,7,0,0,0,0
13038,11,1,1,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,13,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,19,0,0,0,0
13038,6,0,0,0,0
13038,16,1,1,0,0
13038,6,0,0,0,0
13038,11,1,1,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,12,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,13,1,1,0,0
13038,11,0,0,0,0
13038,7,1,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,17,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,9,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,13,0,0,0,0
13038,14,0,0,0,0
13038,11,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,19,1,1,0,0
13038,7,0,0,0,0
13038,27,1,3,0,0
13038,11,0,0,0,0
13038,14,0,0,0,0
13038,27,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,12,0,0,0,0
13038,11,0,0,0,0
13038,8,0,0,0,0
13038,11,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,11,1,1,0,0
13038,8,0,0,0,0
13038,14,1,3,0,0
13038,12,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,10,0,0,0,0
13038,10,0,0,0,0
13038,16,0,0,0,0
13038,8,0,0,0,0
13038,10,0,0,0,0
13038,9,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,15,1,1,0,0
13038,7,0,0,0,0
13038,15,1,1,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,8,1,1,0,0
13038,7,0,0,0,0
13038,23,1,1,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,14,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,9,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,8,0,0,0,0
13038,8,1,1,0,0
13038,7,0,0,0,0
13038,11,1,1,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,14,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,10,0,0,0,0
13038,7,0,0,0,0
13038,22,0,0,0,0
13038,16,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,12,0,0,0,0
13038,13,0,0,0,0
13038,22,0,0,0,0
13038,13,0,0,0,0
13038,13,0,0,0,0
13038,10,0,0,0,0
13038,8,0,0,0,0
13038,24,0,0,0,0
13038,15,1,1,0,0
13038,12,0,0,0,0
13038,7,1,1,0,0
13038,6,0,0,0,0
13038,13,0,0,0,0
13038,9,0,0,0,0
13038,19,0,0,0,0
13038,7,0,0,0,0
13038,12,0,0,0,0
13038,11,0,0,0,0
13038,8,0,0,0,0
13038,9,0,0,0,0
13038,7,0,0,0,0
13038,17,0,0,0,0
13038,9,0,0,0,0
13038,7,0,0,0,0
13038,16,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,8,1,1,0,0
13038,6,0,0,0,0
13038,8,1,1,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,16,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,19,1,1,0,0
13038,7,0,0,0,0
13038,13,1,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,11,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,11,1,1,0,0
13038,7,0,0,0,0
13038,19,1,1,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,9,0,0,0,0
13038,6,0,0,0,0
13038,20,0,0,0,0
13038,8,0,0,0,0
13038,32,1,1,0,0
13038,7,0,0,0,0
13038,25,1,4,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,15,0,0,0,0
13038,8,0,0,0,0
13038,9,0,0,0,0
13038,11,0,0,0,0
13038,13,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,11,0,0,0,0
13038,9,0,0,0,0
13038,20,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,11,0,0,0,0
13038,8,0,0,0,0
13038,10,1,2,0,0
13038,7,0,0,0,0
13038,7,1,0,0,0
13038,13,0,0,0,0
13038,6,0,0,0,0
13038,12,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,15,1,1,0,0
13038,7,0,0,0,0
13038,13,1,1,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,10,0,0,0,0
13038,7,0,0,0,0
13038,11,1,1,0,0
13038,7,0,0,0,0
13038,22,1,1,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,9,0,0,0,0
13038,6,0,0,0,0
13038,12,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,9,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,13,1,0,0,0
13038,6,0,0,0,0
13038,11,1,1,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,12,0,0,0,0
13038,6,0,0,0,0
13038,16,0,0,0,0
13038,10,0,0,0,0
13038,7,0,0,0,0
13038,22,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,24,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,11,0,0,0,0
13038,9,0,0,0,0
13038,19,0,0,0,0
13038,12,0,0,0,0
13038,33,0,0,0,0
13038,8,0,0,0,0
13038,15,0,0,0,0
13038,8,0,0,0,0
13038,13,0,0,0,0
13038,31,1,1,0,0
13038,6,0,0,0,0
13038,39,1,11,0,0
13038,11,0,0,0,0
13038,14,0,0,0,0
13038,15,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,12,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,12,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,11,1,1,0,0
13038,7,0,0,0,0
13038,7,1,1,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,14,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,11,1,0,0,0
13038,9,0,0,0,0
13038,7,1,1,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,12,0,0,0,0
13038,8,0,0,0,0
13038,9,0,0,0,0
13038,10,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,10,0,0,0,0
13038,7,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,11,1,1,0,0
13038,6,0,0,0,0
13038,7,1,1,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,11,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,9,0,0,0,0
13038,8,0,0,0,0
13038,8,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,20,1,6,0,0
13038,13,0,0,0,0
13038,11,1,2,0,0
13038,9,0,0,0,0
13038,7,0,0,0,0
13038,27,0,0,0,0
13038,7,0,0,0,0
13038,14,0,0,0,0
13038,7,0,0,0,0
13038,22,0,0,0,0
13038,13,0,0,0,0
13038,11,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,18,0,0,0,0
13038,27,0,0,0,0
13038,18,0,0,0,0
13038,17,0,0,0,0
13038,13,0,0,0,0
13038,7,0,0,0,0
13038,12,0,0,0,0
13038,11,0,0,0,0
13038,7,0,0,0,0
13038,11,0,0,0,0
13038,15,0,0,0,0
13038,11,1,3,0,0
13038,9,0,0,0,0
13038,14,1,0,0,0
13038,14,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,9,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,9,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,28,1,1,0,0
13038,6,0,0,0,0
13038,10,1,1,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,11,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,9,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,12,0,0,0,0
13038,7,0,0,0,0
13038,10,0,0,0,0
13038,12,0,0,0,0
13038,6,0,0,0,0
13038,8,1,1,0,0
13038,7,0,0,0,0
13038,16,1,1,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,8,0,0,0,0
13038,11,0,0,0,0
13038,10,1,1,0,0
13038,12,0,0,0,0
13038,16,1,8,0,0
13038,16,0,0,0,0
13038,17,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,9,0,0,0,0
13038,11,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,23,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,23,1,2,0,0
13038,16,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,10,0,0,0,0
13038,11,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,20,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,26,1,6,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,17,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,1,1,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,16,1,1,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,17,1,1,0,0
13038,7,0,0,0,0
13038,21,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,10,1,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,15,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,9,1,2,0,0
13038,11,0,0,0,0
13038,8,0,0,0,0
13038,11,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,9,0,0,0,0
13038,13,0,0,0,0
13038,7,0,0,0,0
13038,9,1,3,0,0
13038,12,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,26,1,2,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,16,0,0,0,0
13038,8,0,0,0,0
13038,12,0,0,0,0
13038,9,0,0,0,0
13038,6,0,0,0,0
13038,11,0,0,0,0
13038,46,1,2,0,0
13038,11,0,0,0,0
13038,14,0,0,0,0
13038,6,0,0,0,0
13038,9,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,9,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,10,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,8,1,1,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,13,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,21,1,1,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,13,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,8,0,0,0,0
13038,12,1,1,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,14,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,13,1,1,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,10,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,1,1,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,9,1,0,0,0
13038,14,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,18,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,6,0,0,0,0
13038,20,0,0,0,0
13038,13,1,1,0,0
13038,12,0,0,0,0
13038,8,0,0,0,0
13038,8,0,0,0,0
13038,15,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,10,1,1,0,0
13038,10,0,0,0,0
13038,8,0,0,0,0
13038,8,0,0,0,0
13038,7,0,0,0,0
13038,11,0,0,0,0
13038,16,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,9,0,0,0,0
13038,15,0,0,0,0
13038,11,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,19,0,0,0,0
13038,7,0,0,0,0
13038,49,1,2,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
13038,6,0,0,0,0
13038,10,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,7,0,0,0,0
13038,18,0,0,0,0
13038,7,0,0,0,0
13038,8,0,0,0,0
13038,6,0,0,0,0
